student_id,student_name,birth_date,grade_level,school_name,barangay,math_score,english_score,science_score,attendance_rate
STU-300945,Susan Mullen,2018-03-11,Grade 10,Poblacion National High School,Sta. Cruz,83.0,83.0,100.0,0.86
STU-300486,Amy Jones,2014-06-13,Grade 7,Rizal Elementary School,Bagong Silang,89.0,82.0,95.0,0.97
STU-300908,Mary Murray,2008-12-26,Grade 7,Mabini Integrated School,San Miguel,72.0,71.0,89.0,0.93
STU-300090,Vicki Jones,2010-01-20,Grade 8,Mabini Integrated School,Mabini,76.0,96.0,84.0,0.83
STU-300205,Corey Holder,2017-02-06,Grade 3,Rizal Elementary School,Bayanihan,88.0,88.0,95.0,0.99
STU-300979,Lauren Dickson,2018-06-22,Grade 7,Rizal Elementary School,Magsaysay,82.0,66.0,59.0,0.88
STU-300170,Adam Knox,2016-08-03,Grade 4,San Isidro Elementary School,San Isidro,92.0,72.0,92.0,0.84
STU-300918,Dr. Kenneth Adkins MD,2016-08-26,Grade 9,Poblacion National High School,Bagong Silang,80.0,88.0,74.0,0.88
STU-300056,Christopher Lane,2016-06-21,Grade 10,Rizal Elementary School,Bayanihan,69.0,95.0,96.0,0.79
STU-300404,Dr. Amanda Becker,2014-03-18,Grade 4,San Isidro Elementary School,Del Pilar,77.0,78.0,78.0,0.93
STU-300241,Cindy Holland,2006-01-31,Grade 10,Rizal Elementary School,Bagong Silang,91.0,77.0,89.0,1.0
STU-300599,Charles Lopez,2010-12-01,Grade 6,Poblacion National High School,Maligaya,80.0,82.0,81.0,0.95
STU-300346,Lisa Huber,2012-05-01,Grade 6,Mabini Integrated School,Maligaya,,,,
STU-300097,Donald Flowers,2016-06-05,Grade 7,Rizal Elementary School,Rizal,77.0,79.0,80.0,0.85
STU-300116,Jerry White,2014-07-22,Grade 5,Rizal Elementary School,Sta. Cruz,73.0,78.0,90.0,0.84
STU-300201,Heather Peterson,2007-03-30,Grade 10,Poblacion National High School,Sta. Cruz,68.0,80.0,93.0,0.88
STU-300887,Derek Garcia,2011-09-02,Grade 10,Rizal Elementary School,San Jose,72.0,76.0,78.0,0.89
STU-300479,Nicholas Foster,2012-07-15,Grade 2,Poblacion National High School,Bagong Silang,77.0,84.0,74.0,0.95
STU-300323,Ricardo Martinez,2010-09-19,Grade 9,San Isidro Elementary School,Maligaya,70.0,79.0,80.0,0.98
STU-300193,Daniel Morrison,2006-04-24,Grade 9,Mabini Integrated School,San Isidro,100.0,80.0,74.0,0.81
STU-300443,Sabrina Keith,2012-06-10,Grade 6,Mabini Integrated School,San Isidro,83.0,92.0,92.0,0.87
STU-300815,Scott Campbell,2020-07-18,Grade 6,Poblacion National High School,San Miguel,86.0,72.0,63.0,0.98
STU-300454,Morgan Levine,2007-04-21,Grade 9,Poblacion National High School,Sta. Cruz,62.0,77.0,62.0,0.87
STU-300528,Toni Lopez,2012-03-12,Grade 4,Mabini Integrated School,San Isidro,80.0,73.0,91.0,0.94
STU-300805,Susan Lambert,2005-12-05,Grade 8,Poblacion National High School,Mabini,58.0,95.0,100.0,0.99
STU-300550,Lisa Moore,2016-11-13,Grade 5,Rizal Elementary School,San Isidro,72.0,84.0,91.0,0.93
STU-300818,Victor Morris,2020-08-06,Grade 9,San Isidro Elementary School,Magsaysay,76.0,81.0,73.0,0.97
STU-300542,Thomas Thomas,2008-04-14,Grade 8,San Isidro Elementary School,Rizal,77.0,81.0,70.0,0.88
STU-300993,Danny Edwards,2020-04-30,Grade 5,Poblacion National High School,Rizal,87.0,58.0,78.0,0.93
STU-300296,Shannon Holmes,2017-03-16,Grade 2,Rizal Elementary School,Bayanihan,72.0,70.0,91.0,0.9
STU-300893,Chloe Simpson,2009-04-24,Grade 6,Poblacion National High School,Maligaya,81.0,91.0,85.0,1.0
STU-300601,Kenneth Herrera,2010-02-03,Grade 8,Poblacion National High School,San Miguel,,,,
STU-300824,Crystal Miller,2009-06-30,Grade 9,Poblacion National High School,Bagong Silang,95.0,93.0,81.0,0.8
STU-300395,Richard Burns,2016-09-22,Grade 2,Poblacion National High School,Mabini,77.0,75.0,78.0,0.86
STU-300426,Wayne Wallace,2020-08-20,Grade 8,San Isidro Elementary School,San Isidro,63.0,71.0,94.0,0.89
STU-300820,Justin Taylor,2015-06-27,Grade 2,Rizal Elementary School,Bayanihan,65.0,78.0,59.0,0.82
STU-300559,Patricia Coleman PhD,2018-07-01,Grade 4,Mabini Integrated School,Sta. Cruz,87.0,85.0,73.0,0.98
STU-300525,Christian Anthony,2019-10-20,Grade 2,San Isidro Elementary School,Poblacion,91.0,80.0,66.0,0.88
STU-300969,Carolyn Foster,2011-09-11,Grade 7,Poblacion National High School,Sta. Cruz,88.0,87.0,91.0,0.9
STU-300014,Tracey Gallagher,2016-09-07,Grade 4,San Isidro Elementary School,Magsaysay,100.0,88.0,87.0,0.9
STU-300252,Matthew Ford,2017-05-02,Grade 3,San Isidro Elementary School,San Isidro,67.0,77.0,59.0,0.92
STU-300238,Oscar Gray,2011-08-10,Grade 7,Rizal Elementary School,Del Pilar,70.0,100.0,87.0,0.9
STU-300120,Scott Webster,2021-02-19,Grade 5,Mabini Integrated School,Bayanihan,72.0,86.0,56.0,1.0
STU-300285,David Knox,2021-01-01,Grade 6,Rizal Elementary School,San Isidro,98.0,81.0,80.0,0.85
STU-300554,Hailey Gibbs,2011-10-22,Grade 9,San Isidro Elementary School,Del Pilar,85.0,72.0,59.0,0.9
STU-300196,Matthew Miller,2011-11-14,Grade 6,San Isidro Elementary School,Del Pilar,64.0,83.0,60.0,0.99
STU-300345,Robert Bradford,2017-05-01,Grade 6,Poblacion National High School,Magsaysay,80.0,73.0,88.0,0.9
STU-300545,Michael Fuller,2016-06-09,Grade 8,Rizal Elementary School,San Isidro,65.0,69.0,60.0,0.87
STU-300250,Theresa Crane,2015-09-26,Grade 4,San Isidro Elementary School,Del Pilar,632.0,648.0,624.0,7.36
STU-300933,Lori Wilson,2012-01-02,Grade 3,Mabini Integrated School,Maligaya,84.0,89.0,78.0,0.84
STU-300645,Laurie Arnold,2020-04-17,Grade 10,Poblacion National High School,San Isidro,76.0,100.0,85.0,0.91
STU-300829,Kristin Rodriguez,2019-03-12,Grade 6,Mabini Integrated School,Maligaya,79.0,86.0,82.0,0.88
STU-300412,Patrick Hansen,2012-06-24,Grade 2,San Isidro Elementary School,Sta. Cruz,80.0,100.0,79.0,0.98
STU-300485,Jamie Long,2015-02-05,Grade 8,Rizal Elementary School,San Isidro,59.0,91.0,82.0,0.98
STU-300430,Olivia Mitchell,2017-05-26,Grade 7,San Isidro Elementary School,Bayanihan,94.0,100.0,70.0,0.9
STU-300792,Sarah Rogers,2018-07-22,Grade 9,Rizal Elementary School,San Isidro,65.0,79.0,65.0,0.85
STU-300766,Douglas Mullins,2019-05-07,Grade 8,Poblacion National High School,Rizal,85.0,65.0,52.0,0.96
STU-300290,Bryce Diaz,2010-06-03,Grade 7,Poblacion National High School,San Miguel,75.0,70.0,100.0,0.93
STU-300016,Sarah Cowan,2021-02-03,Grade 7,San Isidro Elementary School,Rizal,90.0,88.0,68.0,0.9
STU-300158,Timothy Solomon,2011-09-04,Grade 5,Mabini Integrated School,Sta. Cruz,72.0,88.0,75.0,0.94
STU-300243,Megan Sanchez,2014-09-20,Grade 2,Mabini Integrated School,San Miguel,89.0,97.0,72.0,0.93
STU-300066,Amanda Paul,2007-10-23,Grade 1,Rizal Elementary School,Maligaya,77.0,96.0,68.0,0.86
STU-300924,Melissa Sheppard,2017-09-11,Grade 3,Poblacion National High School,San Isidro,,,,
STU-300359,Jeffrey Richardson DVM,2013-06-01,Grade 10,Mabini Integrated School,San Miguel,100.0,78.0,84.0,0.9
STU-300952,David Ward PhD,2006-10-08,Grade 6,Mabini Integrated School,San Miguel,60.0,82.0,84.0,0.89
STU-300631,Christopher Stanley,2018-06-21,Grade 4,Mabini Integrated School,Bagong Silang,73.0,77.0,82.0,0.9
STU-300504,Sara Carter,2018-11-09,Grade 8,San Isidro Elementary School,Mabini,54.0,81.0,69.0,0.94
STU-300472,Angelica Mercer,2010-05-04,Grade 7,Poblacion National High School,Bayanihan,86.0,76.0,84.0,0.89
STU-300963,Jamie Sanchez,2009-12-06,Grade 7,Poblacion National High School,Bagong Silang,80.0,82.0,77.0,0.87
STU-300577,Steven Lee,2010-01-01,Grade 1,San Isidro Elementary School,Bagong Silang,73.0,87.0,88.0,0.93
STU-300981,Steven Mendoza,2012-08-31,Grade 1,Mabini Integrated School,Sta. Cruz,94.0,67.0,78.0,0.99
STU-300521,Melissa Soto,2019-05-25,Grade 2,Poblacion National High School,Bayanihan,,,,
STU-300874,Matthew Davis,2017-06-21,Grade 5,San Isidro Elementary School,Sta. Cruz,75.0,81.0,86.0,0.89
STU-300530,Michael Washington,2006-06-07,Grade 1,Rizal Elementary School,San Isidro,88.0,85.0,81.0,0.95
STU-300408,Jason Carlson,2012-02-03,Grade 5,Poblacion National High School,Rizal,77.0,79.0,68.0,0.88
STU-300665,Aaron Koch,2015-05-14,Grade 7,Mabini Integrated School,San Miguel,68.0,55.0,82.0,0.88
STU-300872,Jennifer Quinn,2016-05-28,Grade 3,Rizal Elementary School,Bagong Silang,97.0,70.0,83.0,0.84
STU-300432,Tim Peterson,2015-04-04,Grade 1,Rizal Elementary School,Magsaysay,84.0,74.0,68.0,0.81
STU-300431,Melinda Lowe,2016-06-28,Grade 5,Mabini Integrated School,Maligaya,90.0,88.0,80.0,0.92
STU-300484,Jason Williams,2015-06-19,Grade 6,Poblacion National High School,Maligaya,83.0,80.0,72.0,0.91
STU-300151,Kayla Thompson,2019-04-12,Grade 9,Poblacion National High School,San Jose,63.0,97.0,83.0,0.93
STU-300327,Jane Smith,2019-05-25,Grade 7,Poblacion National High School,Sta. Cruz,93.0,84.0,86.0,1.0
STU-300256,Chad Garcia,2011-12-30,Grade 3,Poblacion National High School,Sta. Cruz,93.0,62.0,86.0,0.87
STU-300311,David Valdez,2008-04-28,Grade 4,San Isidro Elementary School,Poblacion,59.0,60.0,68.0,0.84
STU-300804,Tina Roberts,2006-10-17,Grade 7,Rizal Elementary School,Poblacion,89.0,93.0,72.0,0.89
STU-300304,John Brown,2019-10-25,Grade 1,San Isidro Elementary School,Magsaysay,86.0,76.0,61.0,0.93
STU-300784,Deborah Jones,2012-10-21,Grade 4,Poblacion National High School,San Jose,76.0,70.0,76.0,0.91
STU-300413,Richard Torres,2008-12-14,Grade 5,Rizal Elementary School,Magsaysay,86.0,87.0,68.0,0.94
STU-300133,David Garcia,2010-01-28,Grade 7,Rizal Elementary School,San Jose,93.0,91.0,63.0,0.89
STU-300031,Sarah Mcgee,2017-04-21,Grade 9,Mabini Integrated School,San Isidro,78.0,85.0,81.0,1.0
STU-300765,Amanda Norton,2015-02-26,Grade 2,Mabini Integrated School,San Isidro,70.0,82.0,64.0,0.94
STU-300782,Jeremy Sherman,2017-02-21,Grade 8,San Isidro Elementary School,Poblacion,95.0,79.0,69.0,0.91
STU-300458,Joseph Moody,2010-05-04,Grade 4,Poblacion National High School,Mabini,95.0,87.0,73.0,1.0
STU-300161,John Torres,2015-09-08,Grade 8,Rizal Elementary School,Rizal,87.0,75.0,80.0,0.99
STU-300339,Kurt Rojas,2011-11-25,Grade 10,San Isidro Elementary School,San Jose,70.0,71.0,99.0,0.95
STU-300286,Jillian Moyer,2006-04-08,Grade 7,Rizal Elementary School,San Miguel,82.0,79.0,82.0,0.98
STU-300248,Jacqueline Alexander,2009-05-28,Grade 1,Rizal Elementary School,Sta. Cruz,74.0,92.0,85.0,1.0
STU-300939,Jessica Hickman,2021-01-08,Grade 5,Rizal Elementary School,Mabini,100.0,77.0,92.0,0.93
STU-300579,Lauren Wyatt,2019-11-13,Grade 9,Rizal Elementary School,Maligaya,87.0,82.0,80.0,0.92
STU-300836,Beth Williams,2017-01-09,Grade 4,Mabini Integrated School,Sta. Cruz,85.0,95.0,89.0,0.98
STU-300936,Jennifer Young,2015-09-10,Grade 4,San Isidro Elementary School,Rizal,88.0,65.0,97.0,0.88
STU-300001,Carolyn Johnson,2017-04-25,Grade 2,Mabini Integrated School,Del Pilar,83.0,78.0,82.0,0.83
STU-300736,Christy Johnson,2006-11-01,Grade 9,Mabini Integrated School,Del Pilar,77.0,81.0,78.0,1.0
STU-300207,Melvin Stout,2006-05-15,Grade 4,Mabini Integrated School,San Jose,92.0,85.0,90.0,0.98
STU-300629,Monica Chapman,2018-09-18,Grade 1,San Isidro Elementary School,Bagong Silang,66.0,82.0,99.0,0.96
STU-300932,William Griffin,2013-12-12,Grade 3,San Isidro Elementary School,San Miguel,75.0,82.0,69.0,0.95
STU-300850,Lynn Jackson,2010-06-27,Grade 5,Mabini Integrated School,Poblacion,80.0,77.0,78.0,0.87
STU-300897,Scott Mcdonald Jr.,2018-11-05,Grade 3,Rizal Elementary School,Rizal,100.0,75.0,87.0,0.87
STU-300264,Lisa Ross,2013-11-13,Grade 1,San Isidro Elementary School,Del Pilar,72.0,76.0,59.0,1.0
STU-300274,Cynthia Salas,2020-10-28,Grade 4,Poblacion National High School,San Isidro,62.0,80.0,88.0,0.87
STU-300070,Alexander Lee,2013-09-29,Grade 8,Rizal Elementary School,Maligaya,82.0,76.0,75.0,0.92
STU-300640,Melissa Cortez,2020-06-30,Grade 1,Poblacion National High School,Sta. Cruz,81.0,77.0,80.0,0.92
STU-300444,Allison Ward,2014-12-06,Grade 7,San Isidro Elementary School,Maligaya,70.0,100.0,77.0,0.96
STU-300846,Nicholas Diaz,2006-06-20,Grade 5,Mabini Integrated School,Bagong Silang,87.0,80.0,65.0,0.85
STU-300098,Sarah Walker,2011-01-26,Grade 7,Poblacion National High School,Bayanihan,86.0,77.0,75.0,0.84
STU-300865,Katelyn Brown,2009-02-27,Grade 3,San Isidro Elementary School,San Miguel,87.0,65.0,65.0,0.92
STU-300021,Brianna Brown,2018-09-09,Grade 5,Poblacion National High School,Poblacion,87.0,76.0,77.0,0.93
STU-300705,Carly Young,2013-08-24,Grade 4,Poblacion National High School,San Jose,63.0,72.0,69.0,0.89
STU-300414,Jane Bradford,2014-12-07,Grade 3,Rizal Elementary School,Bayanihan,76.0,76.0,70.0,0.95
STU-300517,Colin Carr,2007-04-01,Grade 6,Poblacion National High School,San Miguel,72.0,94.0,73.0,1.0
STU-300149,Jaclyn Morris,2014-10-16,Grade 9,Poblacion National High School,Maligaya,79.0,73.0,79.0,0.95
STU-300647,David Ponce,2010-08-30,Grade 5,Poblacion National High School,Bagong Silang,82.0,82.0,75.0,0.94
STU-300354,Jacob Mcconnell,2007-12-19,Grade 7,San Isidro Elementary School,Del Pilar,76.0,70.0,58.0,0.88
STU-300950,Dustin James,2017-03-14,Grade 3,San Isidro Elementary School,Del Pilar,60.0,70.0,87.0,0.92
STU-300052,Rachael Martinez,2015-07-07,Grade 4,San Isidro Elementary School,Magsaysay,58.0,100.0,71.0,0.86
STU-300198,Jacob Yoder,2019-04-18,Grade 4,Poblacion National High School,San Miguel,,,,
STU-300122,Andrew Kim,2015-12-02,Grade 6,Rizal Elementary School,Bagong Silang,59.0,77.0,61.0,0.94
STU-300203,Robert Ramirez,2018-06-01,Grade 9,Rizal Elementary School,San Jose,63.0,80.0,68.0,0.95
STU-300067,Ashley Williams,2013-05-31,Grade 6,Rizal Elementary School,Bayanihan,85.0,90.0,62.0,0.83
STU-300223,Jennifer Callahan,2006-09-14,Grade 4,Poblacion National High School,Poblacion,99.0,75.0,81.0,0.88
STU-300127,Robert Schwartz,2016-11-11,Grade 6,Rizal Elementary School,Del Pilar,80.0,72.0,100.0,0.98
STU-300655,Justin Alexander,2018-06-21,Grade 7,Mabini Integrated School,Mabini,72.0,74.0,88.0,0.92
STU-300139,Andrea Horne,2010-10-27,Grade 10,Mabini Integrated School,San Isidro,,,,
STU-300417,Nathan Garza,2015-02-11,Grade 4,Poblacion National High School,Maligaya,58.0,72.0,60.0,0.97
STU-300218,Savannah Brown,2008-05-24,Grade 1,Poblacion National High School,Mabini,100.0,88.0,94.0,0.86
STU-300546,Jaime Estrada,2008-11-11,Grade 9,Rizal Elementary School,Mabini,87.0,66.0,80.0,0.94
STU-300157,Dr. Dennis Robinson DDS,2008-02-04,Grade 5,Poblacion National High School,San Miguel,77.0,78.0,85.0,0.89
STU-300094,Sarah Rocha,2015-10-21,Grade 10,San Isidro Elementary School,Bagong Silang,77.0,83.0,87.0,1.0
STU-300255,Mary Armstrong,2010-01-11,Grade 5,Rizal Elementary School,San Isidro,97.0,75.0,92.0,0.91
STU-300987,Robert Farrell,2013-03-19,Grade 8,San Isidro Elementary School,Rizal,99.0,80.0,81.0,0.89
STU-300643,Jeffrey Butler,2013-01-02,Grade 6,Mabini Integrated School,Poblacion,77.0,70.0,90.0,0.89
STU-300738,Kenneth Jackson,2013-01-17,Grade 9,San Isidro Elementary School,Del Pilar,85.0,84.0,77.0,0.99
STU-300039,Stacy Spence,2012-01-25,Grade 3,Rizal Elementary School,Bayanihan,89.0,69.0,66.0,0.98
STU-300130,Tyrone Wood,2010-09-09,Grade 10,Mabini Integrated School,Maligaya,81.0,81.0,57.0,0.99
STU-300094,Sarah Rocha,2015-10-21,Grade 10,San Isidro Elementary School,Bagong Silang,77.0,83.0,87.0,1.0
STU-300189,Heather Cook,2009-12-23,Grade 1,Poblacion National High School,Mabini,100.0,85.0,60.0,0.89
STU-300959,Jennifer Reilly,2016-12-21,Grade 8,Poblacion National High School,Rizal,70.0,89.0,69.0,0.9
STU-300589,Timothy Price,2007-07-24,Grade 3,Mabini Integrated School,San Isidro,73.0,90.0,92.0,0.93
STU-300402,David Sullivan,2020-02-19,Grade 1,Mabini Integrated School,Del Pilar,78.0,75.0,83.0,0.98
STU-300760,Brian Potts,2009-04-23,Grade 10,Rizal Elementary School,Maligaya,96.0,82.0,77.0,1.0
STU-300038,Jennifer Hensley,2015-01-20,Grade 5,Rizal Elementary School,Poblacion,72.0,81.0,92.0,0.82
STU-300242,Natalie Smith,2020-10-09,Grade 10,Mabini Integrated School,San Jose,84.0,76.0,77.0,0.88
STU-300353,Jessica White,2019-04-03,Grade 5,San Isidro Elementary School,San Jose,81.0,79.0,66.0,0.87
STU-300620,Charlotte Tapia,2020-04-20,Grade 10,Poblacion National High School,Mabini,96.0,64.0,81.0,0.89
STU-300650,Amanda Aguilar,2008-11-19,Grade 1,Poblacion National High School,San Miguel,85.0,83.0,67.0,0.93
STU-300534,Ashley Klein,2016-12-07,Grade 1,San Isidro Elementary School,Poblacion,75.0,86.0,53.0,0.85
STU-300503,Meagan Aguilar,2016-07-14,Grade 2,Mabini Integrated School,Sta. Cruz,74.0,100.0,68.0,0.89
STU-300159,Gregory Dougherty,2013-06-25,Grade 2,Poblacion National High School,Magsaysay,76.0,76.0,69.0,0.99
STU-300394,Jessica Mooney,2010-01-31,Grade 4,Poblacion National High School,Poblacion,99.0,99.0,80.0,0.95
STU-300537,Edward Acosta,2007-03-22,Grade 3,Poblacion National High School,San Isidro,60.0,92.0,88.0,0.92
STU-300695,John Lara,2019-05-14,Grade 1,Rizal Elementary School,Maligaya,87.0,80.0,85.0,0.87
STU-300240,Beth Martin,2009-06-29,Grade 6,Poblacion National High School,San Isidro,79.0,72.0,96.0,0.95
STU-300013,Margaret Bradshaw,2012-02-15,Grade 4,San Isidro Elementary School,San Miguel,79.0,72.0,95.0,0.99
STU-300657,Jacob Davis,2014-10-04,Grade 9,Mabini Integrated School,Sta. Cruz,66.0,69.0,90.0,0.91
STU-300475,William Hale,2013-02-01,Grade 8,Rizal Elementary School,San Jose,79.0,70.0,94.0,0.93
STU-300912,Lynn Guerrero,2013-04-14,Grade 8,Poblacion National High School,Bayanihan,85.0,90.0,100.0,0.99
STU-300883,Robert Rios,2013-01-30,Grade 5,Rizal Elementary School,Maligaya,,,,
STU-300314,Vincent Vincent,2008-04-26,Grade 6,Rizal Elementary School,Magsaysay,75.0,84.0,76.0,0.96
STU-300361,David Rodriguez,2018-01-09,Grade 9,Poblacion National High School,San Isidro,68.0,88.0,90.0,0.91
STU-300590,James Andrade,2015-10-08,Grade 2,Poblacion National High School,Poblacion,76.0,77.0,68.0,0.95
STU-300320,John Allen,2015-06-20,Grade 5,Rizal Elementary School,Magsaysay,65.0,82.0,73.0,0.79
STU-300921,Olivia Foley,2016-04-18,Grade 1,Mabini Integrated School,Rizal,97.0,73.0,75.0,0.87
STU-300886,Kathryn Bartlett,2013-04-10,Grade 2,Rizal Elementary School,Del Pilar,64.0,82.0,90.0,0.94
STU-300672,Fernando Craig,2009-02-02,Grade 3,Mabini Integrated School,Del Pilar,59.0,82.0,70.0,0.94
STU-300564,Lisa Wong,2009-02-05,Grade 3,Rizal Elementary School,San Miguel,86.0,67.0,91.0,0.9
STU-300355,Erin Hernandez,2018-03-16,Grade 4,Rizal Elementary School,Poblacion,77.0,78.0,56.0,0.92
STU-300034,Mark Turner,2012-05-10,Grade 3,Poblacion National High School,San Jose,87.0,90.0,89.0,0.91
STU-300334,Sarah Mccormick,2005-09-09,Grade 2,Mabini Integrated School,San Isidro,63.0,84.0,79.0,0.87
STU-300688,Phillip Snyder,2006-09-16,Grade 10,Poblacion National High School,Bagong Silang,67.0,75.0,56.0,0.89
STU-300376,Brendan Johnson PhD,2007-07-20,Grade 8,San Isidro Elementary School,Bayanihan,68.0,91.0,79.0,0.97
STU-300184,Anthony Romero,2015-12-08,Grade 10,Mabini Integrated School,Sta. Cruz,81.0,71.0,71.0,0.93
STU-300823,William White,2013-12-30,Grade 5,Poblacion National High School,Maligaya,81.0,80.0,75.0,0.96
STU-300423,Jacob Lane,2013-01-19,Grade 10,San Isidro Elementary School,San Jose,88.0,87.0,81.0,0.93
STU-300325,Brent Watson,2005-06-29,Grade 9,Poblacion National High School,Magsaysay,63.0,88.0,70.0,0.92
STU-300187,Sarah Larson,2008-04-10,Grade 6,Mabini Integrated School,Sta. Cruz,56.0,74.0,96.0,0.94
STU-300284,Gary Shepard,2005-09-12,Grade 10,San Isidro Elementary School,San Miguel,78.0,84.0,89.0,0.81
STU-300391,Stephen Lawson,2008-06-07,Grade 2,Poblacion National High School,Maligaya,62.0,77.0,72.0,0.87
STU-300974,Stanley Smith,2019-05-11,Grade 2,Mabini Integrated School,Poblacion,,,,
STU-300165,Don Russell,2019-11-06,Grade 3,Poblacion National High School,Bayanihan,66.0,91.0,69.0,0.94
STU-300347,Angel Harris,2010-09-20,Grade 6,Poblacion National High School,San Jose,76.0,77.0,89.0,0.86
STU-300298,Donna Edwards,2008-03-13,Grade 8,San Isidro Elementary School,Mabini,75.0,73.0,80.0,0.85
STU-300535,Elizabeth Norton,2020-11-03,Grade 5,Mabini Integrated School,San Isidro,632.0,648.0,624.0,7.36
STU-300229,Michael Jackson,2013-06-17,Grade 6,San Isidro Elementary School,Maligaya,88.0,84.0,80.0,0.91
STU-300859,William Buchanan,2014-04-14,Grade 10,Mabini Integrated School,San Jose,,,,
STU-300827,Brittany Austin,2014-12-06,Grade 10,Rizal Elementary School,Maligaya,79.0,76.0,85.0,0.88
STU-300694,Suzanne Kramer,2020-09-26,Grade 2,Rizal Elementary School,San Jose,56.0,77.0,81.0,0.92
STU-300855,Patricia Garcia,2014-09-23,Grade 10,Poblacion National High School,Bayanihan,82.0,69.0,78.0,0.93
STU-300041,Jennifer Hernandez,2019-06-05,Grade 4,Mabini Integrated School,Magsaysay,68.0,81.0,76.0,0.91
STU-300868,Patricia Graham,2009-01-15,Grade 5,San Isidro Elementary School,Bagong Silang,76.0,89.0,83.0,0.99
STU-300748,Charles Rodriguez,2006-05-27,Grade 5,Mabini Integrated School,Del Pilar,83.0,99.0,82.0,0.91
STU-300938,Kelli Davis,2016-05-24,Grade 4,Poblacion National High School,Magsaysay,,,,
STU-300862,Jeremiah Garcia,2019-04-04,Grade 6,Poblacion National High School,Poblacion,88.0,67.0,72.0,0.84
STU-300587,Theresa Stafford,2015-05-22,Grade 3,Mabini Integrated School,San Jose,70.0,91.0,61.0,0.89
STU-300543,Thomas Mills,2010-12-09,Grade 3,San Isidro Elementary School,San Isidro,87.0,82.0,60.0,0.92
STU-300446,Terry Shannon,2019-02-21,Grade 5,Rizal Elementary School,Maligaya,79.0,83.0,57.0,0.97
STU-300447,Michael Phillips,2013-01-10,Grade 8,Mabini Integrated School,San Jose,61.0,76.0,73.0,0.9
STU-300349,Russell Porter,2014-02-21,Grade 1,Mabini Integrated School,Bagong Silang,87.0,60.0,72.0,0.82
STU-300045,Melissa Rose,2011-06-29,Grade 4,Poblacion National High School,Mabini,77.0,52.0,91.0,0.96
STU-300980,Sarah Meyer,2021-05-15,Grade 7,Mabini Integrated School,San Miguel,89.0,70.0,74.0,0.91
STU-300108,Shawn Bruce,2019-06-22,Grade 6,Poblacion National High School,San Miguel,94.0,77.0,68.0,0.95
STU-300617,Corey Johnson,2014-07-12,Grade 7,Rizal Elementary School,Poblacion,80.0,95.0,81.0,0.93
STU-300661,Henry Flores,2012-03-16,Grade 7,Poblacion National High School,Poblacion,66.0,68.0,78.0,0.94
STU-300029,Maria Galvan,2008-10-23,Grade 4,Rizal Elementary School,Poblacion,90.0,70.0,82.0,1.0
STU-300181,Jacob Martinez MD,2017-08-03,Grade 5,Rizal Elementary School,Magsaysay,79.0,88.0,93.0,0.89
STU-300621,Jeffery Bray,2008-05-13,Grade 6,San Isidro Elementary School,Maligaya,,,,
STU-300419,Teresa Dalton,2012-02-05,Grade 8,Poblacion National High School,Maligaya,53.0,86.0,77.0,1.0
STU-300634,Joseph Juarez,2020-07-26,Grade 3,Mabini Integrated School,San Miguel,76.0,70.0,83.0,0.77
STU-300984,Brenda Phillips,2019-08-03,Grade 1,Rizal Elementary School,Poblacion,77.0,69.0,62.0,0.95
STU-300104,Karen Ramos,2015-03-13,Grade 5,Rizal Elementary School,Mabini,73.0,77.0,68.0,0.9
STU-300060,Michael Moreno,2012-07-05,Grade 5,San Isidro Elementary School,Bayanihan,91.0,82.0,72.0,0.96
STU-300658,Cameron Brown,2009-01-04,Grade 7,Rizal Elementary School,San Isidro,90.0,82.0,74.0,0.85
STU-300083,Jonathan Johns,2006-01-11,Grade 1,San Isidro Elementary School,Bayanihan,71.0,60.0,54.0,0.93
STU-300490,Jessica Rice,2005-09-17,Grade 5,Rizal Elementary School,Magsaysay,84.0,86.0,84.0,0.87
STU-300315,Michael Jacobs,2020-04-14,Grade 3,Mabini Integrated School,Rizal,80.0,86.0,71.0,0.94
STU-300450,Renee Wang,2012-03-14,Grade 2,San Isidro Elementary School,Maligaya,65.0,61.0,97.0,0.96
STU-300381,Kathryn Williams,2007-09-06,Grade 6,Poblacion National High School,San Miguel,68.0,72.0,75.0,0.94
STU-300422,Erika Ray,2017-12-23,Grade 1,Rizal Elementary School,Bagong Silang,70.0,96.0,87.0,0.99
STU-300496,Christopher Dickerson,2006-06-03,Grade 3,Mabini Integrated School,Del Pilar,100.0,61.0,78.0,0.99
STU-300965,Ashley Smith,2019-03-31,Grade 2,Rizal Elementary School,Sta. Cruz,97.0,91.0,82.0,0.87
STU-300739,Tina Smith,2017-07-05,Grade 8,Rizal Elementary School,Rizal,80.0,76.0,86.0,0.96
STU-300523,Nicolas Mitchell,2010-02-02,Grade 5,Rizal Elementary School,Mabini,88.0,82.0,80.0,0.95
STU-300445,Glenda Garcia,2014-12-05,Grade 9,Rizal Elementary School,Bagong Silang,84.0,93.0,69.0,0.96
STU-300663,Patrick Olson,2020-03-10,Grade 7,Poblacion National High School,Sta. Cruz,89.0,82.0,53.0,0.96
STU-300000,Cory Williams,2006-01-15,Grade 6,Mabini Integrated School,Sta. Cruz,82.0,82.0,93.0,0.93
STU-300779,Margaret Acevedo,2020-07-04,Grade 8,Mabini Integrated School,Poblacion,57.0,82.0,84.0,0.97
