order_id,order_date,customer_name,barangay,product,category,quantity,unit_price,total_amount,payment_method
SO-100545,2026-05-24,Justin Garcia,San Isidro,Coffee,Household,1.0,782.75,782.75,Cash
SO-100250,2026-05-24,Melissa Jones,Rizal,Canned Sardines,Beverage,32.0,3956.12,12662.48,GCash
SO-100933,2026-05-24,Martin Gomez,Magsaysay,Soap,Household,2.0,624.22,1248.44,GCash
SO-100645,2026-05-24,Dr. Daniel Scott,San Miguel,Milk,Household,6.0,163.3,979.8,Bank Transfer
SO-100829,2026-05-24,Susan Smith,Bagong Silang,Milk,Personal Care,3.0,231.41,694.23,GCash
SO-100412,2026-05-24,Debra Kent,Mabini,Shampoo,Personal Care,6.0,197.14,1182.84,Card
SO-100485,2026-05-24,Anne Davis,Poblacion,Instant Noodles,Grocery,4.0,211.15,844.6,Cash
SO-100430,2026-05-24,Ashley Nelson,Maligaya,Cooking Oil,Grocery,6.0,182.47,1094.82,Bank Transfer
SO-100792,2026-05-24,Sharon Foley,Poblacion,Instant Noodles,Beverage,2.0,376.85,753.7,Card
SO-100766,2026-05-24,Jennifer Ramirez,Del Pilar,Soap,Beverage,4.0,216.62,866.48,GCash
SO-100290,2026-05-24,Tammie Wang,Sta. Cruz,Milk,Beverage,2.0,431.71,863.42,Cash
SO-100016,2026-05-24,Destiny Nguyen,Del Pilar,Instant Noodles,Personal Care,4.0,228.74,914.96,GCash
SO-100158,2026-05-24,Diana Ruiz,San Jose,Cooking Oil,Beverage,7.0,492.34,3446.38,GCash
SO-100243,2026-05-24,Frances Archer,Poblacion,Instant Noodles,Household,1.0,632.23,632.23,GCash
SO-100066,2026-05-24,Jennifer Walker,Sta. Cruz,Shampoo,Grocery,5.0,161.34,806.7,Bank Transfer
SO-100924,2026-05-24,Jeffrey Lane,Maligaya,Coffee,Personal Care,,,,Bank Transfer
SO-100359,2026-05-24,Martha Ellis,San Jose,Soap,Grocery,5.0,215.01,1075.05,Card
SO-100952,2026-05-24,Scott Chavez,Bayanihan,Instant Noodles,Personal Care,5.0,823.66,4118.3,Bank Transfer
SO-100631,2026-05-24,Tony Thomas,San Miguel,Instant Noodles,Household,3.0,346.66,1039.98,Cash
SO-100504,2026-05-24,Kristine Jensen,San Miguel,Canned Sardines,Beverage,2.0,436.34,872.68,GCash
SO-100472,2026-05-24,Chelsea Reid,Sta. Cruz,Instant Noodles,Grocery,2.0,460.23,920.46,GCash
SO-100963,2026-05-24,Michael Brown,San Jose,Shampoo,Beverage,6.0,404.07,2424.42,Bank Transfer
SO-100577,2026-05-24,Jennifer Martinez,Mabini,Shampoo,Personal Care,6.0,588.67,3532.02,Bank Transfer
SO-100981,2026-05-24,James Matthews,Del Pilar,Cooking Oil,Beverage,4.0,601.73,2406.92,Card
SO-100521,2026-05-24,Sheryl Vega,Rizal,Coffee,Personal Care,,,,Bank Transfer
SO-100874,2026-05-24,Alexis Price,San Isidro,Shampoo,Household,3.0,938.23,2814.69,Bank Transfer
SO-100530,2026-05-24,Vanessa Solomon,Poblacion,Rice,Personal Care,3.0,154.27,462.81,GCash
SO-100408,2026-05-24,Charles Stein,Magsaysay,Soap,Grocery,5.0,742.84,3714.2,GCash
SO-100665,2026-05-24,Victor Anderson,Magsaysay,Coffee,Personal Care,5.0,297.28,1486.4,Cash
SO-100872,2026-05-24,Jacob Davis,Rizal,Coffee,Beverage,3.0,515.97,1547.91,Card
SO-100432,2026-05-24,William Walker,Rizal,Instant Noodles,Grocery,4.0,390.38,1561.52,Bank Transfer
SO-100431,2026-05-24,Amber Brown,Rizal,Cooking Oil,Personal Care,8.0,553.74,4429.92,Cash
SO-100484,2026-05-24,Wendy Martin,Bayanihan,Rice,Personal Care,1.0,844.94,844.94,Bank Transfer
SO-100151,2026-05-24,Victor Coffey,San Jose,Canned Sardines,Household,6.0,877.78,5266.68,GCash
SO-100327,2026-05-24,Sean Small,Bayanihan,Rice,Grocery,1.0,293.53,293.53,Bank Transfer
SO-100256,2026-05-24,Sarah Larson,San Miguel,Instant Noodles,Beverage,2.0,161.98,323.96,Card
SO-100311,2026-05-24,Alexis Scott,San Isidro,Canned Sardines,Beverage,4.0,586.42,2345.68,Cash
SO-100804,2026-05-24,Amber Bass,Rizal,Instant Noodles,Personal Care,4.0,830.78,3323.12,Card
SO-100304,2026-05-24,Ashley Hoffman,Del Pilar,Canned Sardines,Household,5.0,604.43,3022.15,Bank Transfer
SO-100784,2026-05-24,Sheila Rogers,Sta. Cruz,Canned Sardines,Grocery,2.0,407.08,814.16,Cash
SO-100413,2026-05-24,Tiffany Olson,San Isidro,Instant Noodles,Grocery,3.0,152.36,457.08,GCash
SO-100133,2026-05-24,Heather Perkins,Bagong Silang,Canned Sardines,Beverage,4.0,149.02,596.08,GCash
SO-100031,2026-05-24,David Patterson,San Isidro,Coffee,Personal Care,8.0,117.2,937.6,Bank Transfer
SO-100765,2026-05-24,Michelle Marshall,Mabini,Soap,Personal Care,4.0,220.75,883.0,Card
SO-100782,2026-05-24,Jonathan Riley,Bayanihan,Milk,Personal Care,7.0,74.17,519.19,Bank Transfer
SO-100458,2026-05-24,Leslie Lowe,San Isidro,Coffee,Beverage,3.0,66.5,199.5,Cash
SO-100161,2026-05-24,Brittney Taylor,Del Pilar,Instant Noodles,Beverage,6.0,355.85,2135.1,Cash
SO-100339,2026-05-24,Julia Short,Bagong Silang,Rice,Personal Care,2.0,64.07,128.14,Cash
SO-100286,2026-05-24,Brian Golden,San Miguel,Soap,Personal Care,5.0,388.85,1944.25,Bank Transfer
SO-100248,2026-05-24,Corey Cantrell,Maligaya,Coffee,Grocery,1.0,492.96,492.96,Bank Transfer
SO-100939,2026-05-24,Scott Proctor,San Miguel,Cooking Oil,Grocery,4.0,381.94,1527.76,GCash
SO-100579,2026-05-24,David Rivera,Mabini,Milk,Beverage,2.0,211.3,422.6,GCash
SO-100836,2026-05-24,Ashlee Day,Bayanihan,Milk,Beverage,5.0,82.97,414.85,Cash
SO-100936,2026-05-24,Adrian Lucas,Poblacion,Shampoo,Beverage,1.0,166.85,166.85,Cash
SO-100001,2026-05-24,Nathan Jenkins,Poblacion,Canned Sardines,Grocery,5.0,91.92,459.6,Bank Transfer
SO-100736,2026-05-24,John Vaughn,Maligaya,Soap,Household,1.0,550.22,550.22,Card
SO-100207,2026-05-24,Nicole Anderson,San Miguel,Shampoo,Personal Care,1.0,295.98,295.98,Bank Transfer
SO-100629,2026-05-24,Kevin Webb,Del Pilar,Instant Noodles,Beverage,4.0,437.46,1749.84,Card
SO-100932,2026-05-24,Johnny Hendricks,Rizal,Milk,Personal Care,4.0,922.47,3689.88,Card
SO-100850,2026-05-24,Melissa Welch,San Isidro,Soap,Personal Care,2.0,936.01,1872.02,Cash
SO-100897,2026-05-24,Julia Jackson,Mabini,Cooking Oil,Personal Care,6.0,147.24,883.44,Bank Transfer
SO-100264,2026-05-24,Margaret Dennis,Poblacion,Instant Noodles,Personal Care,3.0,117.69,353.07,Bank Transfer
SO-100274,2026-05-24,Angel Pineda,San Jose,Coffee,Grocery,2.0,661.32,1322.64,Bank Transfer
SO-100070,2026-05-24,Jordan Hansen,San Jose,Instant Noodles,Grocery,6.0,938.89,5633.34,Bank Transfer
SO-100640,2026-05-24,Olivia Sampson,Mabini,Canned Sardines,Grocery,2.0,518.81,1037.62,Card
SO-100444,2026-05-24,Eric Fitzgerald,Mabini,Instant Noodles,Household,5.0,907.19,4535.95,GCash
SO-100846,2026-05-24,Jessica Young,San Jose,Milk,Beverage,3.0,899.48,2698.44,Cash
SO-100098,2026-05-24,Terry Williams,Rizal,Instant Noodles,Personal Care,5.0,876.9,4384.5,Cash
SO-100865,2026-05-24,Alicia Rogers,Del Pilar,Milk,Grocery,5.0,562.2,2811.0,Card
SO-100021,2026-05-24,Theresa Cochran,Bayanihan,Milk,Grocery,4.0,212.9,851.6,Card
SO-100705,2026-05-24,Paul Gonzales,San Isidro,Cooking Oil,Grocery,7.0,444.44,3111.08,Bank Transfer
SO-100414,2026-05-24,Patrick Wright,Sta. Cruz,Coffee,Grocery,6.0,744.13,4464.78,Bank Transfer
SO-100517,2026-05-24,Mr. James Howard,San Miguel,Soap,Personal Care,3.0,161.16,483.48,GCash
SO-100149,2026-05-24,Kelly Edwards,Maligaya,Shampoo,Personal Care,2.0,470.23,940.46,GCash
SO-100647,2026-05-24,Daisy Hughes,Magsaysay,Rice,Beverage,6.0,706.5,4239.0,Card
SO-100354,2026-05-24,Kimberly Wells,San Isidro,Coffee,Personal Care,3.0,186.67,560.01,Card
SO-100950,2026-05-24,Jennifer Holmes,Bayanihan,Shampoo,Grocery,6.0,67.59,405.54,Card
SO-100052,2026-05-24,Russell Reed,San Isidro,Rice,Personal Care,6.0,397.21,2383.26,Cash
SO-100198,2026-05-24,Carol Ruiz,Poblacion,Cooking Oil,Personal Care,,,,Cash
SO-100122,2026-05-24,Beth Mayer,Sta. Cruz,Coffee,Household,2.0,569.5,1139.0,Card
SO-100203,2026-05-24,Ashley Benitez,Bagong Silang,Cooking Oil,Beverage,5.0,894.23,4471.15,Cash
SO-100067,2026-05-24,Kimberly Lowe,San Isidro,Soap,Household,6.0,576.92,3461.52,Cash
SO-100223,2026-05-24,Daniel Buchanan DVM,Bagong Silang,Canned Sardines,Grocery,3.0,915.08,2745.24,Bank Transfer
SO-100127,2026-05-24,Michael Reynolds,San Miguel,Canned Sardines,Household,5.0,852.64,4263.2,Bank Transfer
SO-100655,2026-05-24,Sandy Price,Sta. Cruz,Instant Noodles,Household,6.0,817.27,4903.62,Cash
SO-100139,2026-05-24,Andrew Burton,Mabini,Shampoo,Grocery,,,,Bank Transfer
SO-100417,2026-05-24,Roger Hogan,Magsaysay,Instant Noodles,Beverage,4.0,301.87,1207.48,Bank Transfer
SO-100218,2026-05-24,Virginia Watson,Del Pilar,Milk,Grocery,1.0,57.15,57.15,Cash
SO-100546,2026-05-24,Christopher Carter,Del Pilar,Soap,Personal Care,3.0,93.55,280.65,Cash
SO-100157,2026-05-24,Lisa Evans,Bagong Silang,Shampoo,Household,2.0,381.66,763.32,Bank Transfer
SO-100094,2026-05-24,Erika Williams,Sta. Cruz,Coffee,Personal Care,6.0,729.2,4375.2,Bank Transfer
SO-100255,2026-05-24,Scott Patterson,Maligaya,Soap,Grocery,1.0,586.66,586.66,Card
SO-100987,2026-05-24,Anthony Castro,Mabini,Canned Sardines,Personal Care,5.0,122.47,612.35,Cash
SO-100643,2026-05-24,Joseph Yoder,Rizal,Coffee,Beverage,4.0,352.27,1409.08,GCash
SO-100738,2026-05-24,Justin Parker,San Miguel,Coffee,Household,2.0,664.97,1329.94,Bank Transfer
SO-100039,2026-05-24,Janet Moore,Magsaysay,Cooking Oil,Household,4.0,184.11,736.44,Cash
SO-100130,2026-05-24,Douglas Nguyen,Rizal,Milk,Household,1.0,940.92,940.92,Card
SO-100094,2026-05-24,Erika Williams,Sta. Cruz,Coffee,Personal Care,6.0,729.2,4375.2,Bank Transfer
SO-100189,2026-05-24,Margaret Bell,Del Pilar,Shampoo,Household,8.0,168.44,1347.52,Bank Transfer
SO-100959,2026-05-24,Heather Park,Bayanihan,Rice,Grocery,3.0,409.83,1229.49,GCash
SO-100589,2026-05-24,Amanda Donaldson,Bayanihan,Cooking Oil,Personal Care,5.0,657.97,3289.85,Bank Transfer
SO-100402,2026-05-24,Joseph Mayer,Poblacion,Soap,Personal Care,2.0,243.86,487.72,Bank Transfer
SO-100760,2026-05-24,Mary Olsen,San Jose,Coffee,Grocery,4.0,510.12,2040.48,Card
SO-100038,2026-05-24,Kyle Jones,Maligaya,Coffee,Grocery,7.0,173.16,1212.12,Card
SO-100242,2026-05-24,Michael Clarke,Sta. Cruz,Shampoo,Grocery,5.0,781.67,3908.35,Cash
SO-100353,2026-05-24,James Brown,San Miguel,Soap,Household,3.0,233.58,700.74,GCash
SO-100620,2026-05-24,Amy Edwards,San Miguel,Instant Noodles,Personal Care,2.0,204.44,408.88,Card
SO-100650,2026-05-24,Matthew Morris,Sta. Cruz,Milk,Beverage,4.0,883.98,3535.92,Bank Transfer
SO-100534,2026-05-24,David Ford,Magsaysay,Canned Sardines,Grocery,3.0,791.02,2373.06,Cash
SO-100503,2026-05-24,Jennifer Howard,Bayanihan,Coffee,Personal Care,9.0,450.59,4055.31,Bank Transfer
SO-100159,2026-05-24,James Palmer,San Miguel,Cooking Oil,Personal Care,2.0,573.46,1146.92,GCash
SO-100394,2026-05-24,Joshua Mccoy,San Isidro,Rice,Grocery,4.0,612.73,2450.92,GCash
SO-100537,2026-05-24,David Johnson,Del Pilar,Rice,Household,3.0,300.65,901.95,Cash
SO-100695,2026-05-24,William Garcia,San Isidro,Shampoo,Personal Care,4.0,710.75,2843.0,Cash
SO-100240,2026-05-24,Susan Harper,San Miguel,Instant Noodles,Personal Care,5.0,603.31,3016.55,Card
SO-100013,2026-05-24,Kaitlin Nash,Bayanihan,Canned Sardines,Household,7.0,347.33,2431.31,Card
SO-100657,2026-05-24,Jose Robertson,Magsaysay,Soap,Beverage,6.0,380.59,2283.54,GCash
SO-100475,2026-05-24,Daniel Anderson,Bagong Silang,Cooking Oil,Household,4.0,130.05,520.2,Card
SO-100912,2026-05-24,Robert Shelton,San Isidro,Shampoo,Beverage,3.0,766.92,2300.76,GCash
SO-100883,2026-05-24,Joseph Smith,Bagong Silang,Canned Sardines,Personal Care,,,,Card
SO-100314,2026-05-24,Lori Martinez,Bagong Silang,Shampoo,Grocery,2.0,319.09,638.18,Card
SO-100361,2026-05-24,David Evans,San Isidro,Rice,Personal Care,4.0,802.27,3209.08,Card
SO-100590,2026-05-24,Tiffany Harris,Bayanihan,Shampoo,Beverage,5.0,847.37,4236.85,Bank Transfer
SO-100320,2026-05-24,Christine Zamora,San Jose,Coffee,Beverage,2.0,426.89,853.78,Bank Transfer
SO-100921,2026-05-24,Amanda Caldwell,San Isidro,Shampoo,Personal Care,3.0,318.75,956.25,GCash
SO-100886,2026-05-24,Carol Mann,San Isidro,Cooking Oil,Beverage,3.0,475.43,1426.29,GCash
SO-100672,2026-05-24,Jose Terry,Bayanihan,Coffee,Household,3.0,864.08,2592.24,GCash
SO-100564,2026-05-24,Jennifer Wright,Magsaysay,Cooking Oil,Personal Care,2.0,398.46,796.92,Card
SO-100355,2026-05-24,Jason Daniel,San Miguel,Milk,Beverage,4.0,273.71,1094.84,Cash
SO-100034,2026-05-24,Brandy Lamb,Del Pilar,Milk,Household,1.0,667.8,667.8,GCash
SO-100334,2026-05-24,Johnny Black,San Isidro,Instant Noodles,Household,2.0,789.06,1578.12,Card
SO-100688,2026-05-24,Brooke Cooper,Sta. Cruz,Coffee,Household,6.0,821.24,4927.44,Cash
SO-100376,2026-05-24,Jason Wilson,Sta. Cruz,Instant Noodles,Beverage,5.0,454.18,2270.9,Card
SO-100184,2026-05-24,Rebecca Ramos,Bagong Silang,Coffee,Grocery,6.0,510.44,3062.64,Card
SO-100823,2026-05-24,Alexander Maldonado,Sta. Cruz,Coffee,Beverage,1.0,455.13,455.13,Bank Transfer
SO-100423,2026-05-24,Meghan Banks,Sta. Cruz,Shampoo,Personal Care,7.0,640.21,4481.47,GCash
SO-100325,2026-05-24,John Parker,Sta. Cruz,Canned Sardines,Beverage,6.0,391.55,2349.3,Card
SO-100187,2026-05-24,Amanda Foley,Poblacion,Milk,Personal Care,4.0,828.58,3314.32,Cash
SO-100284,2026-05-24,Miranda Sanchez,San Isidro,Rice,Household,4.0,385.31,1541.24,GCash
SO-100391,2026-05-24,Alan Cline,Sta. Cruz,Shampoo,Household,7.0,398.28,2787.96,Cash
SO-100974,2026-05-24,Denise Smith DDS,Mabini,Instant Noodles,Household,,,,GCash
SO-100165,2026-05-24,Nicholas Bell,Poblacion,Instant Noodles,Household,2.0,366.25,732.5,Card
SO-100347,2026-05-24,Shane Odonnell,Maligaya,Soap,Grocery,4.0,469.98,1879.92,Card
SO-100298,2026-05-24,Ivan Lambert,Sta. Cruz,Soap,Grocery,4.0,745.93,2983.72,Card
SO-100535,2026-05-24,Sara Holloway,Del Pilar,Shampoo,Beverage,32.0,3956.12,12662.48,GCash
SO-100229,2026-05-24,Wanda Fox,Bayanihan,Cooking Oil,Beverage,8.0,201.8,1614.4,Card
SO-100859,2026-05-24,Gregory Underwood,Magsaysay,Soap,Grocery,,,,Bank Transfer
SO-100827,2026-05-24,Charlene Brady,Poblacion,Instant Noodles,Beverage,3.0,540.22,1620.66,Card
SO-100694,2026-05-24,Monica Osborne,San Miguel,Instant Noodles,Household,3.0,331.11,993.33,Bank Transfer
SO-100855,2026-05-24,Emily Torres,Poblacion,Shampoo,Grocery,6.0,394.54,2367.24,Bank Transfer
SO-100041,2026-05-24,Scott Harrell,Maligaya,Instant Noodles,Personal Care,3.0,823.05,2469.15,Card
SO-100868,2026-05-24,Wesley Martin,Sta. Cruz,Canned Sardines,Grocery,1.0,660.36,660.36,Cash
SO-100748,2026-05-24,Tyler Rivera,Maligaya,Canned Sardines,Household,6.0,348.02,2088.12,Card
SO-100938,2026-05-24,Samuel House,Poblacion,Shampoo,Grocery,,,,Card
SO-100862,2026-05-24,Kim Nelson,Mabini,Shampoo,Grocery,5.0,774.88,3874.4,Cash
SO-100587,2026-05-24,William Wells,Mabini,Coffee,Household,4.0,634.77,2539.08,Cash
SO-100543,2026-05-24,Erin Peterson,Sta. Cruz,Milk,Beverage,3.0,666.3,1998.9,Bank Transfer
SO-100446,2026-05-24,Edward Patterson,San Isidro,Rice,Personal Care,3.0,538.43,1615.29,Card
SO-100447,2026-05-24,Heather Mcdonald,Bagong Silang,Instant Noodles,Personal Care,3.0,930.82,2792.46,Bank Transfer
SO-100349,2026-05-24,Michelle Terrell,Rizal,Shampoo,Beverage,2.0,568.88,1137.76,Card
SO-100045,2026-05-24,Scott Lopez,Magsaysay,Instant Noodles,Personal Care,7.0,56.43,395.01,Bank Transfer
SO-100980,2026-05-24,Amber Mcfarland,Mabini,Canned Sardines,Household,2.0,220.79,441.58,Card
SO-100108,2026-05-24,Mrs. Amanda House,Bagong Silang,Shampoo,Grocery,5.0,287.79,1438.95,Card
SO-100617,2026-05-24,Dr. Heather Clark,Magsaysay,Rice,Personal Care,1.0,716.91,716.91,Cash
SO-100661,2026-05-24,Dr. Kenneth Reid,Maligaya,Milk,Household,9.0,851.82,7666.38,GCash
SO-100029,2026-05-24,Barbara Wright,Mabini,Cooking Oil,Grocery,6.0,127.51,765.06,Card
SO-100181,2026-05-24,Tyler Green,Poblacion,Shampoo,Grocery,5.0,489.17,2445.85,Bank Transfer
SO-100621,2026-05-24,Lisa Davis,Maligaya,Cooking Oil,Beverage,,,,Card
SO-100419,2026-05-24,Laura Pena,Del Pilar,Coffee,Beverage,3.0,549.29,1647.87,Card
SO-100634,2026-05-24,Gregory Jackson,San Miguel,Cooking Oil,Personal Care,4.0,560.06,2240.24,Card
SO-100984,2026-05-24,Lori Carney,Maligaya,Instant Noodles,Beverage,1.0,273.68,273.68,Cash
SO-100104,2026-05-24,Cody Todd,San Miguel,Canned Sardines,Beverage,8.0,333.05,2664.4,Card
SO-100060,2026-05-24,Ellen Flores,Mabini,Shampoo,Grocery,3.0,917.25,2751.75,Cash
SO-100658,2026-05-24,Evelyn Horton,Del Pilar,Canned Sardines,Beverage,5.0,901.56,4507.8,GCash
SO-100083,2026-05-24,Ray Martin,Maligaya,Canned Sardines,Beverage,4.0,866.69,3466.76,GCash
SO-100490,2026-05-24,Chelsea Lynch,San Miguel,Coffee,Beverage,3.0,215.34,646.02,Bank Transfer
SO-100315,2026-05-24,Manuel Scott,Del Pilar,Instant Noodles,Grocery,3.0,513.17,1539.51,Cash
SO-100450,2026-05-24,Molly Oconnor,San Miguel,Soap,Grocery,3.0,838.37,2515.11,Cash
SO-100381,2026-05-24,Rhonda Erickson,San Jose,Canned Sardines,Personal Care,5.0,696.07,3480.35,Card
SO-100422,2026-05-24,Michael Carey III,Magsaysay,Cooking Oil,Beverage,3.0,508.7,1526.1,GCash
SO-100496,2026-05-24,James Meyer,Bayanihan,Rice,Beverage,4.0,731.42,2925.68,Card
SO-100965,2026-05-24,Robert Bishop,San Isidro,Cooking Oil,Grocery,4.0,404.91,1619.64,GCash
SO-100739,2026-05-24,Kevin Kidd,Bagong Silang,Coffee,Grocery,2.0,602.55,1205.1,Cash
SO-100523,2026-05-24,Jason Patrick,Rizal,Shampoo,Grocery,5.0,699.99,3499.95,GCash
SO-100445,2026-05-24,Mark Collins,San Jose,Coffee,Grocery,4.0,441.62,1766.48,GCash
SO-100663,2026-05-24,Christina Hawkins,Maligaya,Shampoo,Personal Care,3.0,277.33,831.99,Bank Transfer
SO-100000,2026-05-24,Jesse Woods,Sta. Cruz,Canned Sardines,Beverage,5.0,748.5,3742.5,Card
SO-100779,2026-05-24,Derrick Palmer,Mabini,Cooking Oil,Grocery,4.0,456.71,1826.84,Bank Transfer
SO-100990,2026-05-24,Herbert Moss,Poblacion,Shampoo,Personal Care,1.0,402.3,402.3,GCash
SO-100626,2026-05-24,Jonathan Harrison,Maligaya,Rice,Grocery,,,,Bank Transfer
SO-100457,2026-05-24,Gerald Ryan,Mabini,Milk,Household,2.0,214.69,429.38,Cash
SO-100488,2026-05-24,Andrew Ellis,Bayanihan,Shampoo,Personal Care,4.0,939.37,3757.48,Bank Transfer
SO-100088,2026-05-24,Carlos Randall,Mabini,Cooking Oil,Personal Care,3.0,432.21,1296.63,Bank Transfer
SO-100483,2026-05-24,Taylor Guzman,San Miguel,Instant Noodles,Personal Care,2.0,634.39,1268.78,Card
SO-100460,2026-05-24,Barbara Cruz,Poblacion,Milk,Personal Care,5.0,451.08,2255.4,Bank Transfer
SO-100077,2026-05-24,Sheryl White,Bagong Silang,Soap,Household,4.0,469.72,1878.88,Cash
SO-100268,2026-05-24,Steven Pearson,Poblacion,Coffee,Grocery,4.0,518.54,2074.16,Cash
SO-100929,2026-05-24,Betty Zamora,Rizal,Rice,Beverage,2.0,57.89,115.78,Bank Transfer
SO-100123,2026-05-24,Jennifer Stokes,Magsaysay,Shampoo,Grocery,2.0,705.4,1410.8,Cash
SO-100297,2026-05-24,Anthony Garrett,San Miguel,Shampoo,Household,4.0,196.37,785.48,GCash
SO-100881,2026-05-24,Anna Rangel,Rizal,Soap,Grocery,3.0,551.76,1655.28,Bank Transfer
SO-100095,2026-05-24,Peggy Wilson,Bayanihan,Coffee,Beverage,2.0,435.12,870.24,Bank Transfer
SO-100733,2026-05-24,Veronica Taylor,San Miguel,Soap,Beverage,2.0,842.16,1684.32,Cash
SO-100011,2026-05-24,Brenda Romero,Del Pilar,Cooking Oil,Household,2.0,157.55,315.1,Card
SO-100114,2026-05-24,Dustin Perez,Bayanihan,Coffee,Household,3.0,138.75,416.25,Cash
SO-100843,2026-05-24,Philip Schultz,San Jose,Milk,Household,3.0,189.73,569.19,Bank Transfer
SO-100428,2026-05-24,Trevor Marquez,Bagong Silang,Coffee,Personal Care,8.0,930.49,7443.92,Bank Transfer
SO-100257,2026-05-24,Mrs. Robin Singh MD,Poblacion,Shampoo,Household,3.0,584.65,1753.95,Bank Transfer
SO-100731,2026-05-24,Rachel Bailey,Poblacion,Soap,Household,4.0,907.53,3630.12,Cash
SO-100949,2026-05-24,David Macdonald,San Jose,Instant Noodles,Beverage,4.0,517.53,2070.12,Cash
SO-100764,2026-05-24,Amanda Crawford,San Jose,Milk,Household,2.0,740.31,1480.62,Bank Transfer
SO-100352,2026-05-24,Melinda Good,San Miguel,Soap,Grocery,1.0,943.61,943.61,GCash
SO-100994,2026-05-24,Pamela Lopez,Magsaysay,Coffee,Personal Care,6.0,525.5,3153.0,Card
SO-100773,2026-05-24,Troy Gray,Rizal,Soap,Grocery,8.0,306.29,2450.32,Bank Transfer
SO-100955,2026-05-24,Stephanie Coleman,Maligaya,Soap,Personal Care,4.0,347.43,1389.72,GCash
SO-100690,2026-05-24,Helen Swanson,San Jose,Instant Noodles,Personal Care,3.0,294.15,882.45,Card
SO-100922,2026-05-24,Joseph Smith,Maligaya,Coffee,Grocery,5.0,280.95,1404.75,Cash
SO-100790,2026-05-24,Amy Foster MD,Magsaysay,Instant Noodles,Beverage,5.0,249.41,1247.05,Cash
SO-100531,2026-05-24,Alison Petersen,Maligaya,Cooking Oil,Personal Care,5.0,647.13,3235.65,Bank Transfer
SO-100867,2026-05-24,James Adams,San Isidro,Milk,Grocery,3.0,591.16,1773.48,Cash
SO-100169,2026-05-24,Nicholas Guerra,Sta. Cruz,Milk,Beverage,1.0,173.91,173.91,Card
SO-100239,2026-05-24,Brian Nelson,San Miguel,Canned Sardines,Beverage,4.0,646.07,2584.28,GCash
SO-100277,2026-05-24,Larry Mejia,Sta. Cruz,Instant Noodles,Beverage,,,,Cash
SO-100160,2026-05-24,Christina Gomez,Del Pilar,Soap,Household,3.0,832.19,2496.57,Card
SO-100073,2026-05-24,Nathan Kelly,Maligaya,Rice,Beverage,3.0,89.89,269.67,Cash
SO-100529,2026-05-24,Mr. Jeffrey Daniels DVM,Bagong Silang,Cooking Oil,Beverage,1.0,936.18,936.18,Card
SO-100062,2026-05-24,Dylan White,Magsaysay,Instant Noodles,Personal Care,3.0,280.1,840.3,Card
SO-100761,2026-05-24,Kevin Pitts,Mabini,Instant Noodles,Personal Care,,,,GCash
SO-100492,2026-05-24,Darren Tran,Poblacion,Rice,Beverage,1.0,470.8,470.8,Cash
SO-100740,2026-05-24,Wayne Martinez,Poblacion,Rice,Beverage,,,,GCash
SO-100750,2026-05-24,Melanie Thompson,Bagong Silang,Soap,Grocery,2.0,220.77,441.54,Bank Transfer
SO-100741,2026-05-24,Timothy Lee,Maligaya,Instant Noodles,Grocery,3.0,125.99,377.97,GCash
SO-100830,2026-05-24,Bonnie Bailey,San Isidro,Milk,Grocery,7.0,450.71,3154.97,GCash
SO-100795,2026-05-24,David Bennett,San Miguel,Instant Noodles,Grocery,6.0,469.8,2818.8,Bank Transfer
SO-100047,2026-05-24,Ricky Morgan,Rizal,Shampoo,Personal Care,3.0,326.5,979.5,Bank Transfer
SO-100762,2026-05-24,Timothy Johnson,Mabini,Soap,Household,4.0,936.7,3746.8,Card
SO-100591,2026-05-24,Seth Lewis,Bayanihan,Canned Sardines,Grocery,7.0,239.77,1678.39,GCash
SO-100807,2026-05-24,Patricia Harrison,San Jose,Cooking Oil,Household,5.0,695.31,3476.55,Card
SO-100334,2026-05-24,Johnny Black,San Isidro,Instant Noodles,Household,2.0,789.06,1578.12,Card
SO-100505,2026-05-24,Linda Raymond,Del Pilar,Instant Noodles,Personal Care,8.0,850.01,6800.08,GCash
SO-100020,2026-05-24,Roy Nunez,Rizal,Cooking Oil,Grocery,3.0,906.74,2720.22,GCash
SO-100968,2026-05-24,Kevin Haynes,San Isidro,Shampoo,Grocery,4.0,606.67,2426.68,Card
SO-100424,2026-05-24,Laura Hunt,Mabini,Cooking Oil,Beverage,2.0,925.13,1850.26,Bank Transfer
SO-100652,2026-05-24,Casey Baker,Rizal,Coffee,Beverage,7.0,181.6,1271.2,Card
SO-100192,2026-05-24,Brian Mueller,San Isidro,Cooking Oil,Household,10.0,352.42,3524.2,Bank Transfer
SO-100642,2026-05-24,Alicia Webb,San Jose,Rice,Beverage,2.0,461.02,922.04,GCash
SO-100215,2026-05-24,Darrell Martin,Maligaya,Milk,Personal Care,3.0,70.11,210.33,Bank Transfer
SO-100244,2026-05-24,Spencer Wheeler,Mabini,Milk,Grocery,6.0,264.74,1588.44,Cash
SO-100363,2026-05-24,Jimmy Oneal,Bagong Silang,Cooking Oil,Beverage,6.0,812.85,4877.1,Bank Transfer
SO-100998,2026-05-24,Desiree Stephens,San Miguel,Milk,Personal Care,10.0,99.82,998.2,Bank Transfer
